complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score,resolution_days,filed_year,filed_month,filed_month_name,filed_week,filed_weekday,filed_date,is_open,verified_category,recency_score,days_open
GRV-1120,2025-10-12,,Ward-17,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Walk-In,Low,23,,,2025,10,Oct 2025,41,Sunday,2025-10-12,True,Sewage & Drainage,68.86446886446886,170.0
GRV-1121,2025-09-15,,Ward-08,Public Property,Stray dogs attacking residents near park,In Progress,Website,Medium,46,,,2025,9,Sep 2025,38,Monday,2025-09-15,True,Public Property,63.91941391941391,197.0
GRV-1122,2025-05-31,2025-06-24,Ward-18,Street Lighting,Short circuit sparks from street light,Resolved,Mobile App,Low,48,4.0,24.0,2025,5,May 2025,22,Saturday,2025-05-31,False,Street Lighting,44.32234432234432,
GRV-1123,2024-12-14,,Ward-19,Street Lighting,Frequent power fluctuation in area,Open,Phone Call,Medium,66,,,2024,12,Dec 2024,50,Saturday,2024-12-14,True,Street Lighting,13.55311355311355,472.0
GRV-1124,2025-12-15,,Ward-18,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Phone Call,Medium,43,,,2025,12,Dec 2025,51,Monday,2025-12-15,True,Sewage & Drainage,80.58608058608058,106.0
GRV-1125,2025-08-22,,Ward-08,Street Lighting,Electric pole fallen on road – dangerous,Open,Mobile App,High,37,,,2025,8,Aug 2025,34,Friday,2025-08-22,True,Road & Infrastructure,59.523809523809526,221.0
GRV-1126,2025-02-17,2025-02-23,Ward-06,Road & Infrastructure,Large pothole causing accidents on highway,Resolved,Walk-In,Low,54,4.0,6.0,2025,2,Feb 2025,8,Monday,2025-02-17,False,Road & Infrastructure,25.457875457875456,
GRV-1127,2025-06-16,2025-06-26,Ward-17,Street Lighting,Electric pole fallen on road – dangerous,Resolved,WhatsApp,Low,46,4.0,10.0,2025,6,Jun 2025,25,Monday,2025-06-16,False,Road & Infrastructure,47.25274725274725,
GRV-1128,2024-10-13,,Ward-12,Water Supply,Low water pressure in pipes,Open,Walk-In,Medium,46,,,2024,10,Oct 2024,41,Sunday,2024-10-13,True,Water Supply,2.197802197802201,534.0
GRV-1129,2025-11-23,,Ward-02,Public Property,Encroachment on footpath by shop owners,Open,Mobile App,Medium,61,,,2025,11,Nov 2025,47,Sunday,2025-11-23,True,Road & Infrastructure,76.55677655677655,128.0
GRV-1130,2025-10-11,2025-10-14,Ward-16,Public Property,Public toilet locked / not accessible,Resolved,Mobile App,High,52,4.0,3.0,2025,10,Oct 2025,41,Saturday,2025-10-11,False,Public Property,68.68131868131869,
GRV-1131,2025-09-14,,Ward-15,Sewage & Drainage,Foul smell from open drainage channel,In Progress,Phone Call,Low,31,,,2025,9,Sep 2025,37,Sunday,2025-09-14,True,Sewage & Drainage,63.73626373626373,198.0
GRV-1132,2025-03-14,2025-04-09,Ward-16,Water Supply,Dirty/contaminated water coming from tap,Closed,Mobile App,High,21,2.0,26.0,2025,3,Mar 2025,11,Friday,2025-03-14,False,Water Supply,30.03663003663004,
GRV-1133,2024-12-28,,Ward-02,Street Lighting,Short circuit sparks from street light,Open,Walk-In,Low,57,,,2024,12,Dec 2024,52,Saturday,2024-12-28,True,Street Lighting,16.117216117216117,458.0
GRV-1134,2025-11-26,,Ward-08,Sewage & Drainage,Foul smell from open drainage channel,Open,Mobile App,Medium,50,,,2025,11,Nov 2025,48,Wednesday,2025-11-26,True,Sewage & Drainage,77.10622710622711,125.0
GRV-1135,2026-02-15,,Ward-20,Street Lighting,Broken street light reported multiple times,In Progress,Walk-In,High,57,,,2026,2,Feb 2026,7,Sunday,2026-02-15,True,Street Lighting,91.94139194139194,44.0
GRV-1136,2025-04-16,2025-04-24,Ward-10,Street Lighting,Short circuit sparks from street light,Closed,WhatsApp,Critical,59,5.0,8.0,2025,4,Apr 2025,16,Wednesday,2025-04-16,False,Street Lighting,36.08058608058609,
GRV-1137,2025-07-16,2025-07-20,Ward-20,Road & Infrastructure,Road construction debris not cleared,Resolved,Mobile App,Critical,46,1.0,4.0,2025,7,Jul 2025,29,Wednesday,2025-07-16,False,Road & Infrastructure,52.74725274725275,
GRV-1138,2025-11-15,,Ward-03,Waste Management,Overflowing dustbin near bus stop,Open,Walk-In,Low,39,,,2025,11,Nov 2025,46,Saturday,2025-11-15,True,Waste Management,75.0915750915751,136.0
GRV-1139,2025-01-26,,Ward-14,Sewage & Drainage,Sewage overflowing onto road,Open,Website,Medium,53,,,2025,1,Jan 2025,4,Sunday,2025-01-26,True,Road & Infrastructure,21.42857142857143,429.0
GRV-1140,2024-10-15,,Ward-10,Street Lighting,Electric pole fallen on road – dangerous,Open,Phone Call,High,64,,,2024,10,Oct 2024,42,Tuesday,2024-10-15,True,Road & Infrastructure,2.564102564102566,532.0
GRV-1141,2025-02-07,2025-02-11,Ward-18,Street Lighting,Street lights not working for 2 weeks,Resolved,Phone Call,High,53,3.0,4.0,2025,2,Feb 2025,6,Friday,2025-02-07,False,Street Lighting,23.62637362637363,
GRV-1142,2024-12-08,2024-12-16,Ward-07,Public Property,Encroachment on footpath by shop owners,Resolved,Website,Low,55,2.0,8.0,2024,12,Dec 2024,49,Sunday,2024-12-08,False,Road & Infrastructure,12.454212454212454,
GRV-1143,2025-07-29,2025-08-06,Ward-05,Waste Management,Overflowing dustbin near bus stop,Closed,Mobile App,Low,35,4.0,8.0,2025,7,Jul 2025,31,Tuesday,2025-07-29,False,Waste Management,55.12820512820513,
GRV-1144,2026-01-03,,Ward-19,Noise & Pollution,Burning of garbage creating air pollution,In Progress,Phone Call,Medium,22,,,2026,1,Jan 2026,1,Saturday,2026-01-03,True,Waste Management,84.06593406593407,87.0
GRV-1145,2025-10-13,2025-10-27,Ward-09,Street Lighting,Electric pole fallen on road – dangerous,Resolved,WhatsApp,Medium,57,3.0,14.0,2025,10,Oct 2025,42,Monday,2025-10-13,False,Road & Infrastructure,69.04761904761905,
GRV-1146,2025-11-11,,Ward-14,Street Lighting,Street lights not working for 2 weeks,In Progress,Phone Call,Medium,43,,,2025,11,Nov 2025,46,Tuesday,2025-11-11,True,Street Lighting,74.35897435897436,140.0
GRV-1147,2024-10-01,,Ward-19,Water Supply,No water supply for 3 days,Open,WhatsApp,Critical,57,,,2024,10,Oct 2024,40,Tuesday,2024-10-01,True,Water Supply,0.0,546.0
GRV-1148,2025-08-05,,Ward-06,Noise & Pollution,Burning of garbage creating air pollution,In Progress,Website,Medium,70,,,2025,8,Aug 2025,32,Tuesday,2025-08-05,True,Waste Management,56.41025641025641,238.0
GRV-1149,2025-06-01,,Ward-19,Street Lighting,Electric pole fallen on road – dangerous,Open,Website,Medium,19,,,2025,6,Jun 2025,22,Sunday,2025-06-01,True,Road & Infrastructure,44.505494505494504,303.0
GRV-1150,2025-11-22,,Ward-14,Street Lighting,Street lights not working for 2 weeks,In Progress,Phone Call,Medium,61,,,2025,11,Nov 2025,47,Saturday,2025-11-22,True,Street Lighting,76.37362637362637,129.0
GRV-1151,2025-03-29,,Ward-16,Water Supply,Low water pressure in pipes,Open,Phone Call,Medium,66,,,2025,3,Mar 2025,13,Saturday,2025-03-29,True,Water Supply,32.78388278388278,367.0
GRV-1152,2025-03-05,,Ward-03,Street Lighting,Broken street light reported multiple times,Open,Phone Call,Low,34,,,2025,3,Mar 2025,10,Wednesday,2025-03-05,True,Street Lighting,28.388278388278387,391.0
GRV-1153,2025-02-25,2025-03-26,Ward-01,Water Supply,Water pipeline leakage on main road,Closed,WhatsApp,Medium,57,1.0,29.0,2025,2,Feb 2025,9,Tuesday,2025-02-25,False,Water Supply,26.923076923076927,
GRV-1154,2025-02-18,,Ward-20,Water Supply,Low water pressure in pipes,In Progress,Website,Medium,73,,,2025,2,Feb 2025,8,Tuesday,2025-02-18,True,Water Supply,25.64102564102564,406.0
GRV-1155,2025-08-01,,Ward-18,Noise & Pollution,Construction noise beyond permitted hours,Open,WhatsApp,Low,57,,,2025,8,Aug 2025,31,Friday,2025-08-01,True,Road & Infrastructure,55.67765567765568,242.0
GRV-1156,2025-10-06,2025-11-03,Ward-16,Road & Infrastructure,Speed breaker removed without notice,Closed,Mobile App,Low,66,3.0,28.0,2025,10,Oct 2025,41,Monday,2025-10-06,False,Other,67.76556776556777,
GRV-1157,2025-06-21,2025-07-01,Ward-06,Public Property,Encroachment on footpath by shop owners,Resolved,Phone Call,Medium,27,2.0,10.0,2025,6,Jun 2025,25,Saturday,2025-06-21,False,Road & Infrastructure,48.16849816849816,
GRV-1158,2025-10-15,,Ward-04,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Website,Critical,49,,,2025,10,Oct 2025,42,Wednesday,2025-10-15,True,Sewage & Drainage,69.41391941391942,167.0
GRV-1159,2024-10-08,,Ward-18,Public Property,Public toilet locked / not accessible,In Progress,Phone Call,Medium,41,,,2024,10,Oct 2024,41,Tuesday,2024-10-08,True,Public Property,1.2820512820512775,539.0
GRV-1160,2025-08-24,2025-08-27,Ward-16,Road & Infrastructure,Speed breaker removed without notice,Resolved,Walk-In,Medium,68,2.0,3.0,2025,8,Aug 2025,34,Sunday,2025-08-24,False,Other,59.89010989010989,
GRV-1161,2025-01-04,,Ward-20,Waste Management,No waste bins available in the area,Open,WhatsApp,High,63,,,2025,1,Jan 2025,1,Saturday,2025-01-04,True,Waste Management,17.399267399267405,451.0
GRV-1162,2026-02-12,,Ward-14,Waste Management,Garbage not collected for a week,Open,Phone Call,Critical,48,,,2026,2,Feb 2026,7,Thursday,2026-02-12,True,Waste Management,91.39194139194139,47.0
GRV-1163,2024-10-07,2024-10-28,Ward-10,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Phone Call,High,36,3.0,21.0,2024,10,Oct 2024,41,Monday,2024-10-07,False,Sewage & Drainage,1.098901098901095,
GRV-1164,2025-07-12,2025-07-27,Ward-15,Sewage & Drainage,Manhole cover missing – safety hazard,Closed,WhatsApp,Medium,22,2.0,15.0,2025,7,Jul 2025,28,Saturday,2025-07-12,False,Sewage & Drainage,52.01465201465201,
GRV-1165,2025-10-21,2025-11-10,Ward-13,Road & Infrastructure,Road construction debris not cleared,Resolved,Website,Critical,22,1.0,20.0,2025,10,Oct 2025,43,Tuesday,2025-10-21,False,Road & Infrastructure,70.51282051282051,
GRV-1166,2025-05-14,,Ward-08,Noise & Pollution,Factory emitting foul-smelling smoke,Rejected,WhatsApp,Medium,39,,,2025,5,May 2025,20,Wednesday,2025-05-14,False,Noise & Pollution,41.208791208791204,
GRV-1167,2025-03-07,,Ward-16,Noise & Pollution,Loud music from nearby event venue,Open,Website,Medium,49,,,2025,3,Mar 2025,10,Friday,2025-03-07,True,Other,28.754578754578752,389.0
GRV-1168,2025-04-27,,Ward-02,Public Property,Public toilet locked / not accessible,In Progress,Walk-In,Medium,62,,,2025,4,Apr 2025,17,Sunday,2025-04-27,True,Public Property,38.095238095238095,338.0
GRV-1169,2025-07-05,2025-07-31,Ward-15,Sewage & Drainage,Foul smell from open drainage channel,Closed,Mobile App,Medium,46,5.0,26.0,2025,7,Jul 2025,27,Saturday,2025-07-05,False,Sewage & Drainage,50.73260073260073,
GRV-1170,2024-12-14,2024-12-24,Ward-14,Street Lighting,Street lights not working for 2 weeks,Resolved,Walk-In,Low,53,2.0,10.0,2024,12,Dec 2024,50,Saturday,2024-12-14,False,Street Lighting,13.55311355311355,
GRV-1171,2024-10-17,,Ward-13,Noise & Pollution,Burning of garbage creating air pollution,Open,Mobile App,High,29,,,2024,10,Oct 2024,42,Thursday,2024-10-17,True,Waste Management,2.930402930402931,530.0
GRV-1172,2025-09-07,,Ward-11,Noise & Pollution,Dust from road construction affecting residents,In Progress,Website,High,23,,,2025,9,Sep 2025,36,Sunday,2025-09-07,True,Road & Infrastructure,62.45421245421245,205.0
GRV-1173,2025-06-25,,Ward-10,Water Supply,Water meter not working properly,Open,Walk-In,High,27,,,2025,6,Jun 2025,26,Wednesday,2025-06-25,True,Water Supply,48.901098901098905,279.0
GRV-1174,2026-01-19,2026-01-21,Ward-04,Street Lighting,Street lights not working for 2 weeks,Resolved,Website,Low,71,3.0,2.0,2026,1,Jan 2026,4,Monday,2026-01-19,False,Street Lighting,86.99633699633699,
GRV-1175,2025-07-19,,Ward-02,Road & Infrastructure,Large pothole causing accidents on highway,Open,Phone Call,Medium,28,,,2025,7,Jul 2025,29,Saturday,2025-07-19,True,Road & Infrastructure,53.2967032967033,255.0
GRV-1176,2025-01-21,,Ward-14,Street Lighting,Frequent power fluctuation in area,Open,WhatsApp,Medium,71,,,2025,1,Jan 2025,4,Tuesday,2025-01-21,True,Street Lighting,20.512820512820518,434.0
GRV-1177,2025-08-08,,Ward-20,Waste Management,Overflowing dustbin near bus stop,Open,Website,Medium,37,,,2025,8,Aug 2025,32,Friday,2025-08-08,True,Waste Management,56.959706959706956,235.0
GRV-1178,2026-02-03,2026-02-14,Ward-05,Waste Management,No waste bins available in the area,Closed,Walk-In,Medium,51,2.0,11.0,2026,2,Feb 2026,6,Tuesday,2026-02-03,False,Waste Management,89.74358974358975,
GRV-1179,2026-02-13,,Ward-01,Road & Infrastructure,Speed breaker removed without notice,Open,Website,Critical,18,,,2026,2,Feb 2026,7,Friday,2026-02-13,True,Other,91.57509157509158,46.0
GRV-1180,2024-11-11,,Ward-15,Public Property,Encroachment on footpath by shop owners,Open,Phone Call,Critical,67,,,2024,11,Nov 2024,46,Monday,2024-11-11,True,Road & Infrastructure,7.509157509157505,505.0
GRV-1181,2025-12-09,2025-12-28,Ward-15,Road & Infrastructure,Speed breaker removed without notice,Resolved,Phone Call,Low,46,3.0,19.0,2025,12,Dec 2025,50,Tuesday,2025-12-09,False,Other,79.48717948717949,
GRV-1182,2024-10-17,,Ward-13,Street Lighting,Short circuit sparks from street light,Open,WhatsApp,Medium,46,,,2024,10,Oct 2024,42,Thursday,2024-10-17,True,Street Lighting,2.930402930402931,530.0
GRV-1183,2024-12-20,,Ward-13,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Phone Call,Low,23,,,2024,12,Dec 2024,51,Friday,2024-12-20,True,Road & Infrastructure,14.652014652014655,466.0
GRV-1184,2024-12-28,2025-01-06,Ward-16,Noise & Pollution,Construction noise beyond permitted hours,Closed,Phone Call,High,62,2.0,9.0,2024,12,Dec 2024,52,Saturday,2024-12-28,False,Road & Infrastructure,16.117216117216117,
GRV-1185,2024-10-16,2024-11-06,Ward-08,Waste Management,Garbage truck does not come on schedule,Resolved,Walk-In,Medium,39,5.0,21.0,2024,10,Oct 2024,42,Wednesday,2024-10-16,False,Waste Management,2.7472527472527486,
GRV-1186,2026-03-03,2026-03-21,Ward-02,Public Property,Public toilet locked / not accessible,Resolved,Phone Call,High,40,4.0,18.0,2026,3,Mar 2026,10,Tuesday,2026-03-03,False,Public Property,94.87179487179486,
GRV-1187,2025-11-06,,Ward-05,Water Supply,Water meter not working properly,In Progress,Mobile App,Critical,31,,,2025,11,Nov 2025,45,Thursday,2025-11-06,True,Water Supply,73.44322344322345,145.0
GRV-1188,2025-04-06,,Ward-05,Road & Infrastructure,Speed breaker removed without notice,Open,WhatsApp,High,60,,,2025,4,Apr 2025,14,Sunday,2025-04-06,True,Other,34.24908424908425,359.0
GRV-1189,2024-11-08,,Ward-09,Road & Infrastructure,Road construction debris not cleared,In Progress,Walk-In,Low,46,,,2024,11,Nov 2024,45,Friday,2024-11-08,True,Road & Infrastructure,6.959706959706957,508.0
GRV-1190,2025-03-10,,Ward-10,Noise & Pollution,Loud music from nearby event venue,Rejected,Phone Call,High,46,,,2025,3,Mar 2025,11,Monday,2025-03-10,False,Other,29.3040293040293,
GRV-1191,2026-03-30,,Ward-18,Street Lighting,Street lights not working for 2 weeks,Open,Walk-In,High,30,,,2026,3,Mar 2026,14,Monday,2026-03-30,True,Street Lighting,99.81684981684981,1.0
GRV-1192,2024-11-08,,Ward-18,Public Property,Stray dogs attacking residents near park,Rejected,WhatsApp,Medium,66,,,2024,11,Nov 2024,45,Friday,2024-11-08,False,Public Property,6.959706959706957,
GRV-1193,2025-06-29,,Ward-18,Noise & Pollution,Loud music from nearby event venue,Open,Mobile App,Medium,46,,,2025,6,Jun 2025,26,Sunday,2025-06-29,True,Other,49.633699633699635,275.0
GRV-1194,2025-10-24,,Ward-12,Public Property,Tree fallen on parked vehicles,In Progress,Unknown,Low,62,,,2025,10,Oct 2025,43,Friday,2025-10-24,True,Public Property,71.06227106227105,158.0
GRV-1195,2025-08-20,,Ward-18,Waste Management,No waste bins available in the area,Open,Phone Call,Critical,46,,,2025,8,Aug 2025,34,Wednesday,2025-08-20,True,Waste Management,59.15750915750916,223.0
GRV-1196,2025-11-03,2025-11-15,Ward-15,Waste Management,Garbage not collected for a week,Resolved,Phone Call,Medium,54,3.0,12.0,2025,11,Nov 2025,45,Monday,2025-11-03,False,Waste Management,72.8937728937729,
GRV-1197,2025-10-15,,Ward-02,Water Supply,Low water pressure in pipes,Open,Phone Call,Critical,63,,,2025,10,Oct 2025,42,Wednesday,2025-10-15,True,Water Supply,69.41391941391942,167.0
GRV-1198,2025-05-14,,Ward-18,Water Supply,No water supply for 3 days,Open,Walk-In,Medium,25,,,2025,5,May 2025,20,Wednesday,2025-05-14,True,Water Supply,41.208791208791204,321.0
GRV-1199,2025-05-31,,Ward-05,Road & Infrastructure,Road construction debris not cleared,In Progress,Website,Medium,51,,,2025,5,May 2025,22,Saturday,2025-05-31,True,Road & Infrastructure,44.32234432234432,304.0
GRV-1200,2026-02-18,2026-02-23,Ward-09,Noise & Pollution,Loud music from nearby event venue,Resolved,Mobile App,Medium,71,1.0,5.0,2026,2,Feb 2026,8,Wednesday,2026-02-18,False,Other,92.4908424908425,
GRV-1201,2026-03-05,,Ward-08,Waste Management,No waste bins available in the area,In Progress,Phone Call,Low,59,,,2026,3,Mar 2026,10,Thursday,2026-03-05,True,Waste Management,95.23809523809523,26.0
GRV-1202,2024-12-01,,Ward-12,Public Property,Tree fallen on parked vehicles,In Progress,Mobile App,Medium,52,,,2024,12,Dec 2024,48,Sunday,2024-12-01,True,Public Property,11.172161172161177,485.0
GRV-1203,2024-12-28,2024-12-30,Ward-15,Waste Management,Garbage not collected for a week,Closed,Mobile App,Medium,28,3.0,2.0,2024,12,Dec 2024,52,Saturday,2024-12-28,False,Waste Management,16.117216117216117,
GRV-1204,2026-03-25,,Ward-02,Public Property,Encroachment on footpath by shop owners,Rejected,Phone Call,Low,46,,,2026,3,Mar 2026,13,Wednesday,2026-03-25,False,Road & Infrastructure,98.9010989010989,
GRV-1205,2025-06-18,,Ward-18,Waste Management,Garbage truck does not come on schedule,Open,Walk-In,Medium,46,,,2025,6,Jun 2025,25,Wednesday,2025-06-18,True,Waste Management,47.61904761904761,286.0
GRV-1206,2025-03-25,,Ward-05,Noise & Pollution,Factory emitting foul-smelling smoke,Open,WhatsApp,Low,65,,,2025,3,Mar 2025,13,Tuesday,2025-03-25,True,Noise & Pollution,32.05128205128205,371.0
GRV-1207,2025-01-22,,Ward-18,Noise & Pollution,Factory emitting foul-smelling smoke,Rejected,Phone Call,High,46,,,2025,1,Jan 2025,4,Wednesday,2025-01-22,False,Noise & Pollution,20.6959706959707,
GRV-1208,2024-11-09,,Ward-12,Water Supply,No water supply for 3 days,Open,Walk-In,Medium,62,,,2024,11,Nov 2024,45,Saturday,2024-11-09,True,Water Supply,7.14285714285714,507.0
GRV-1209,2025-09-01,,Ward-05,Water Supply,Low water pressure in pipes,Open,Website,Medium,65,,,2025,9,Sep 2025,36,Monday,2025-09-01,True,Water Supply,61.35531135531136,211.0
GRV-1210,2025-09-10,,Ward-12,Public Property,Park benches broken and vandalised,In Progress,WhatsApp,Medium,44,,,2025,9,Sep 2025,37,Wednesday,2025-09-10,True,Public Property,63.003663003663,202.0
GRV-1211,2024-10-31,,Ward-20,Street Lighting,Broken street light reported multiple times,Open,Mobile App,High,60,,,2024,10,Oct 2024,44,Thursday,2024-10-31,True,Street Lighting,5.494505494505497,516.0
GRV-1212,2025-09-21,,Ward-01,Noise & Pollution,Dust from road construction affecting residents,Open,Mobile App,Critical,46,,,2025,9,Sep 2025,38,Sunday,2025-09-21,True,Road & Infrastructure,65.01831501831502,191.0
GRV-1213,2024-11-15,,Ward-04,Noise & Pollution,Loud music from nearby event venue,In Progress,Website,High,57,,,2024,11,Nov 2024,46,Friday,2024-11-15,True,Other,8.241758241758246,501.0
GRV-1214,2025-12-22,2025-12-28,Ward-11,Street Lighting,Street lights not working for 2 weeks,Closed,WhatsApp,Low,36,2.0,6.0,2025,12,Dec 2025,52,Monday,2025-12-22,False,Street Lighting,81.86813186813187,
GRV-1215,2025-05-21,2025-06-18,Ward-19,Waste Management,Illegal dumping of waste on street,Resolved,WhatsApp,High,32,5.0,28.0,2025,5,May 2025,21,Wednesday,2025-05-21,False,Waste Management,42.490842490842496,
GRV-1216,2025-07-05,,Ward-15,Street Lighting,Broken street light reported multiple times,In Progress,WhatsApp,Medium,67,,,2025,7,Jul 2025,27,Saturday,2025-07-05,True,Street Lighting,50.73260073260073,269.0
GRV-1217,2026-03-08,2026-03-09,Ward-18,Water Supply,No water supply for 3 days,Closed,Walk-In,Medium,39,3.0,1.0,2026,3,Mar 2026,10,Sunday,2026-03-08,False,Water Supply,95.7875457875458,
GRV-1218,2025-04-28,,Ward-15,Waste Management,No waste bins available in the area,Open,Website,Medium,46,,,2025,4,Apr 2025,18,Monday,2025-04-28,True,Waste Management,38.27838827838828,337.0
GRV-1219,2025-05-15,,Ward-09,Water Supply,Dirty/contaminated water coming from tap,In Progress,Phone Call,Critical,46,,,2025,5,May 2025,20,Thursday,2025-05-15,True,Water Supply,41.39194139194139,320.0
GRV-1220,2026-01-02,,Ward-03,Public Property,Stray dogs attacking residents near park,Open,Mobile App,Medium,63,,,2026,1,Jan 2026,1,Friday,2026-01-02,True,Public Property,83.88278388278388,88.0
GRV-1221,2025-01-07,2025-01-30,Ward-18,Public Property,Tree fallen on parked vehicles,Resolved,Mobile App,Medium,46,4.0,23.0,2025,1,Jan 2025,2,Tuesday,2025-01-07,False,Public Property,17.948717948717952,
GRV-1222,2025-02-07,,Ward-04,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Website,Medium,28,,,2025,2,Feb 2025,6,Friday,2025-02-07,True,Water Supply,23.62637362637363,417.0
GRV-1223,2025-10-17,2025-11-07,Ward-02,Public Property,Stray dogs attacking residents near park,Closed,Phone Call,Medium,64,3.0,21.0,2025,10,Oct 2025,42,Friday,2025-10-17,False,Public Property,69.78021978021978,
